Diagnóstico principal (CIE10MC);Grupo de edad;Intervalos de estancia;Total;;https://datos.gob.es/es/catalogo/ea0010587-altas-hospitalarias-clasificadas-por-intervalos-de-estancia-segun-el-diagnostico-principal-y-el-grupo-de-edad-identificador-api-74882?utm_source=chatgpt.com
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;menores de 1 año;De 1 a 30 días;879;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;menores de 1 año;De 31 días a 6 meses;34;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;menores de 1 año;Más de 6 meses;..;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 1 a 4 años;De 1 a 30 días;3.704;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 1 a 4 años;De 31 días a 6 meses;38;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 1 a 4 años;Más de 6 meses;1;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 5 a 14 años;De 1 a 30 días;8.317;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 5 a 14 años;De 31 días a 6 meses;73;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 5 a 14 años;Más de 6 meses;1;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 15 a 24 años;De 1 a 30 días;5.289;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 15 a 24 años;De 31 días a 6 meses;110;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 15 a 24 años;Más de 6 meses;7;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 25 a 34 años;De 1 a 30 días;6.101;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 25 a 34 años;De 31 días a 6 meses;147;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 25 a 34 años;Más de 6 meses;6;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 35 a 44 años;De 1 a 30 días;9.931;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 35 a 44 años;De 31 días a 6 meses;246;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 35 a 44 años;Más de 6 meses;37;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 45 a 54 años;De 1 a 30 días;15.745;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 45 a 54 años;De 31 días a 6 meses;545;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 45 a 54 años;Más de 6 meses;50;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 55 a 64 años;De 1 a 30 días;18.245;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 55 a 64 años;De 31 días a 6 meses;974;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 55 a 64 años;Más de 6 meses;105;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 65 a 74 años;De 1 a 30 días;19.188;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 65 a 74 años;De 31 días a 6 meses;1.321;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 65 a 74 años;Más de 6 meses;100;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 75 a 84 años;De 1 a 30 días;18.991;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 75 a 84 años;De 31 días a 6 meses;1.600;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 75 a 84 años;Más de 6 meses;109;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 85 a 89 años;De 1 a 30 días;6.261;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 85 a 89 años;De 31 días a 6 meses;525;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 85 a 89 años;Más de 6 meses;55;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 90 a 94 años;De 1 a 30 días;2.917;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 90 a 94 años;De 31 días a 6 meses;246;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 90 a 94 años;Más de 6 meses;39;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 95 años y más;De 1 a 30 días;636;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 95 años y más;De 31 días a 6 meses;67;;
0600 ENFERMEDADES INFLAMATORIAS DEL SISTEMA NERVIOSO G00-G99;de 95 años y más;Más de 6 meses;8;;
0601 Enfermedad de Alzheimer G30;total;De 1 a 30 días;2.777;;
0601 Enfermedad de Alzheimer G30;total;De 31 días a 6 meses;819;;
0601 Enfermedad de Alzheimer G30;total;Más de 6 meses;123;;
0601 Enfermedad de Alzheimer G30;menores de 1 año;De 1 a 30 días;..;;
0601 Enfermedad de Alzheimer G30;menores de 1 año;De 31 días a 6 meses;..;;
0601 Enfermedad de Alzheimer G30;menores de 1 año;Más de 6 meses;..;;
0601 Enfermedad de Alzheimer G30;de 1 a 4 años;De 1 a 30 días;..;;
0601 Enfermedad de Alzheimer G30;de 1 a 4 años;De 31 días a 6 meses;..;;
0601 Enfermedad de Alzheimer G30;de 1 a 4 años;Más de 6 meses;..;;
0601 Enfermedad de Alzheimer G30;de 5 a 14 años;De 1 a 30 días;1;;
0601 Enfermedad de Alzheimer G30;de 5 a 14 años;De 31 días a 6 meses;..;;
0601 Enfermedad de Alzheimer G30;de 5 a 14 años;Más de 6 meses;..;;
0601 Enfermedad de Alzheimer G30;de 15 a 24 años;De 1 a 30 días;..;;
0601 Enfermedad de Alzheimer G30;de 15 a 24 años;De 31 días a 6 meses;2;;
0601 Enfermedad de Alzheimer G30;de 15 a 24 años;Más de 6 meses;..;;
0601 Enfermedad de Alzheimer G30;de 25 a 34 años;De 1 a 30 días;..;;
0601 Enfermedad de Alzheimer G30;de 25 a 34 años;De 31 días a 6 meses;..;;
0601 Enfermedad de Alzheimer G30;de 25 a 34 años;Más de 6 meses;..;;
0601 Enfermedad de Alzheimer G30;de 35 a 44 años;De 1 a 30 días;3;;
0601 Enfermedad de Alzheimer G30;de 35 a 44 años;De 31 días a 6 meses;..;;
0601 Enfermedad de Alzheimer G30;de 35 a 44 años;Más de 6 meses;..;;
0601 Enfermedad de Alzheimer G30;de 45 a 54 años;De 1 a 30 días;10;;
0601 Enfermedad de Alzheimer G30;de 45 a 54 años;De 31 días a 6 meses;4;;
0601 Enfermedad de Alzheimer G30;de 45 a 54 años;Más de 6 meses;3;;
0601 Enfermedad de Alzheimer G30;de 55 a 64 años;De 1 a 30 días;89;;
0601 Enfermedad de Alzheimer G30;de 55 a 64 años;De 31 días a 6 meses;26;;
0601 Enfermedad de Alzheimer G30;de 55 a 64 años;Más de 6 meses;7;;
0601 Enfermedad de Alzheimer G30;de 65 a 74 años;De 1 a 30 días;372;;
0601 Enfermedad de Alzheimer G30;de 65 a 74 años;De 31 días a 6 meses;119;;
0601 Enfermedad de Alzheimer G30;de 65 a 74 años;Más de 6 meses;18;;
0601 Enfermedad de Alzheimer G30;de 75 a 84 años;De 1 a 30 días;1.148;;
0601 Enfermedad de Alzheimer G30;de 75 a 84 años;De 31 días a 6 meses;341;;
0601 Enfermedad de Alzheimer G30;de 75 a 84 años;Más de 6 meses;35;;
0601 Enfermedad de Alzheimer G30;de 85 a 89 años;De 1 a 30 días;669;;
0601 Enfermedad de Alzheimer G30;de 85 a 89 años;De 31 días a 6 meses;193;;
0601 Enfermedad de Alzheimer G30;de 85 a 89 años;Más de 6 meses;34;;
0601 Enfermedad de Alzheimer G30;de 90 a 94 años;De 1 a 30 días;405;;
0601 Enfermedad de Alzheimer G30;de 90 a 94 años;De 31 días a 6 meses;106;;
0601 Enfermedad de Alzheimer G30;de 90 a 94 años;Más de 6 meses;23;;
0601 Enfermedad de Alzheimer G30;de 95 años y más;De 1 a 30 días;80;;
0601 Enfermedad de Alzheimer G30;de 95 años y más;De 31 días a 6 meses;27;;
0601 Enfermedad de Alzheimer G30;de 95 años y más;Más de 6 meses;2;;
0602 Esclerosis múltiple G35;total;De 1 a 30 días;1.500;;
0602 Esclerosis múltiple G35;total;De 31 días a 6 meses;61;;
0602 Esclerosis múltiple G35;total;Más de 6 meses;10;;
0602 Esclerosis múltiple G35;menores de 1 año;De 1 a 30 días;..;;
0602 Esclerosis múltiple G35;menores de 1 año;De 31 días a 6 meses;..;;
0602 Esclerosis múltiple G35;menores de 1 año;Más de 6 meses;..;;
0602 Esclerosis múltiple G35;de 1 a 4 años;De 1 a 30 días;1;;
0602 Esclerosis múltiple G35;de 1 a 4 años;De 31 días a 6 meses;..;;
0602 Esclerosis múltiple G35;de 1 a 4 años;Más de 6 meses;..;;
0602 Esclerosis múltiple G35;de 5 a 14 años;De 1 a 30 días;21;;
0602 Esclerosis múltiple G35;de 5 a 14 años;De 31 días a 6 meses;..;;
0602 Esclerosis múltiple G35;de 5 a 14 años;Más de 6 meses;..;;
0602 Esclerosis múltiple G35;de 15 a 24 años;De 1 a 30 días;98;;
0602 Esclerosis múltiple G35;de 15 a 24 años;De 31 días a 6 meses;2;;
0602 Esclerosis múltiple G35;de 15 a 24 años;Más de 6 meses;..;;
0602 Esclerosis múltiple G35;de 25 a 34 años;De 1 a 30 días;262;;
0602 Esclerosis múltiple G35;de 25 a 34 años;De 31 días a 6 meses;2;;
0602 Esclerosis múltiple G35;de 25 a 34 años;Más de 6 meses;..;;
0602 Esclerosis múltiple G35;de 35 a 44 años;De 1 a 30 días;386;;
0602 Esclerosis múltiple G35;de 35 a 44 años;De 31 días a 6 meses;5;;
0602 Esclerosis múltiple G35;de 35 a 44 años;Más de 6 meses;..;;
0602 Esclerosis múltiple G35;de 45 a 54 años;De 1 a 30 días;359;;
0602 Esclerosis múltiple G35;de 45 a 54 años;De 31 días a 6 meses;13;;
0602 Esclerosis múltiple G35;de 45 a 54 años;Más de 6 meses;..;;
0602 Esclerosis múltiple G35;de 55 a 64 años;De 1 a 30 días;237;;
0602 Esclerosis múltiple G35;de 55 a 64 años;De 31 días a 6 meses;21;;
0602 Esclerosis múltiple G35;de 55 a 64 años;Más de 6 meses;5;;
0602 Esclerosis múltiple G35;de 65 a 74 años;De 1 a 30 días;107;;
0602 Esclerosis múltiple G35;de 65 a 74 años;De 31 días a 6 meses;14;;
0602 Esclerosis múltiple G35;de 65 a 74 años;Más de 6 meses;4;;
0602 Esclerosis múltiple G35;de 75 a 84 años;De 1 a 30 días;27;;
0602 Esclerosis múltiple G35;de 75 a 84 años;De 31 días a 6 meses;4;;
0602 Esclerosis múltiple G35;de 75 a 84 años;Más de 6 meses;1;;
0602 Esclerosis múltiple G35;de 85 a 89 años;De 1 a 30 días;1;;
0602 Esclerosis múltiple G35;de 85 a 89 años;De 31 días a 6 meses;..;;
0602 Esclerosis múltiple G35;de 85 a 89 años;Más de 6 meses;..;;
0602 Esclerosis múltiple G35;de 90 a 94 años;De 1 a 30 días;..;;
0602 Esclerosis múltiple G35;de 90 a 94 años;De 31 días a 6 meses;..;;
0602 Esclerosis múltiple G35;de 90 a 94 años;Más de 6 meses;..;;
0602 Esclerosis múltiple G35;de 95 años y más;De 1 a 30 días;..;;
0602 Esclerosis múltiple G35;de 95 años y más;De 31 días a 6 meses;..;;
0602 Esclerosis múltiple G35;de 95 años y más;Más de 6 meses;..;;
0603 Epilepsia G40;total;De 1 a 30 días;22.186;;
0603 Epilepsia G40;total;De 31 días a 6 meses;594;;
0603 Epilepsia G40;total;Más de 6 meses;20;;
0603 Epilepsia G40;menores de 1 año;De 1 a 30 días;457;;
0603 Epilepsia G40;menores de 1 año;De 31 días a 6 meses;14;;
0603 Epilepsia G40;menores de 1 año;Más de 6 meses;..;;
0603 Epilepsia G40;de 1 a 4 años;De 1 a 30 días;1.469;;
0603 Epilepsia G40;de 1 a 4 años;De 31 días a 6 meses;14;;
0603 Epilepsia G40;de 1 a 4 años;Más de 6 meses;..;;
0603 Epilepsia G40;de 5 a 14 años;De 1 a 30 días;3.791;;
0603 Epilepsia G40;de 5 a 14 años;De 31 días a 6 meses;18;;
0603 Epilepsia G40;de 5 a 14 años;Más de 6 meses;..;;
0603 Epilepsia G40;de 15 a 24 años;De 1 a 30 días;2.064;;
0603 Epilepsia G40;de 15 a 24 años;De 31 días a 6 meses;15;;
0603 Epilepsia G40;de 15 a 24 años;Más de 6 meses;1;;
0603 Epilepsia G40;de 25 a 34 años;De 1 a 30 días;1.454;;
0603 Epilepsia G40;de 25 a 34 años;De 31 días a 6 meses;17;;
0603 Epilepsia G40;de 25 a 34 años;Más de 6 meses;2;;
0603 Epilepsia G40;de 35 a 44 años;De 1 a 30 días;1.603;;
0603 Epilepsia G40;de 35 a 44 años;De 31 días a 6 meses;26;;
0603 Epilepsia G40;de 35 a 44 años;Más de 6 meses;1;;
0603 Epilepsia G40;de 45 a 54 años;De 1 a 30 días;2.227;;
0603 Epilepsia G40;de 45 a 54 años;De 31 días a 6 meses;67;;
0603 Epilepsia G40;de 45 a 54 años;Más de 6 meses;1;;
0603 Epilepsia G40;de 55 a 64 años;De 1 a 30 días;2.403;;
0603 Epilepsia G40;de 55 a 64 años;De 31 días a 6 meses;100;;
0603 Epilepsia G40;de 55 a 64 años;Más de 6 meses;7;;
0603 Epilepsia G40;de 65 a 74 años;De 1 a 30 días;2.340;;
0603 Epilepsia G40;de 65 a 74 años;De 31 días a 6 meses;118;;
0603 Epilepsia G40;de 65 a 74 años;Más de 6 meses;4;;
0603 Epilepsia G40;de 75 a 84 años;De 1 a 30 días;2.624;;
0603 Epilepsia G40;de 75 a 84 años;De 31 días a 6 meses;144;;
0603 Epilepsia G40;de 75 a 84 años;Más de 6 meses;1;;
0603 Epilepsia G40;de 85 a 89 años;De 1 a 30 días;1.097;;
0603 Epilepsia G40;de 85 a 89 años;De 31 días a 6 meses;46;;
0603 Epilepsia G40;de 85 a 89 años;Más de 6 meses;1;;
0603 Epilepsia G40;de 90 a 94 años;De 1 a 30 días;525;;
0603 Epilepsia G40;de 90 a 94 años;De 31 días a 6 meses;12;;
0603 Epilepsia G40;de 90 a 94 años;Más de 6 meses;..;;
0603 Epilepsia G40;de 95 años y más;De 1 a 30 días;133;;
0603 Epilepsia G40;de 95 años y más;De 31 días a 6 meses;2;;
0603 Epilepsia G40;de 95 años y más;Más de 6 meses;2;;
0604 Isquemia cerebral transitoria G45;total;De 1 a 30 días;14.854;;
0604 Isquemia cerebral transitoria G45;total;De 31 días a 6 meses;101;;
0604 Isquemia cerebral transitoria G45;total;Más de 6 meses;8;;
0604 Isquemia cerebral transitoria G45;menores de 1 año;De 1 a 30 días;..;;
0604 Isquemia cerebral transitoria G45;menores de 1 año;De 31 días a 6 meses;..;;
0604 Isquemia cerebral transitoria G45;menores de 1 año;Más de 6 meses;..;;
0604 Isquemia cerebral transitoria G45;de 1 a 4 años;De 1 a 30 días;1;;
0604 Isquemia cerebral transitoria G45;de 1 a 4 años;De 31 días a 6 meses;..;;
0604 Isquemia cerebral transitoria G45;de 1 a 4 años;Más de 6 meses;..;;
0604 Isquemia cerebral transitoria G45;de 5 a 14 años;De 1 a 30 días;7;;
0604 Isquemia cerebral transitoria G45;de 5 a 14 años;De 31 días a 6 meses;..;;
0604 Isquemia cerebral transitoria G45;de 5 a 14 años;Más de 6 meses;..;;
0604 Isquemia cerebral transitoria G45;de 15 a 24 años;De 1 a 30 días;31;;
0604 Isquemia cerebral transitoria G45;de 15 a 24 años;De 31 días a 6 meses;..;;
0604 Isquemia cerebral transitoria G45;de 15 a 24 años;Más de 6 meses;..;;
0604 Isquemia cerebral transitoria G45;de 25 a 34 años;De 1 a 30 días;93;;
0604 Isquemia cerebral transitoria G45;de 25 a 34 años;De 31 días a 6 meses;..;;
0604 Isquemia cerebral transitoria G45;de 25 a 34 años;Más de 6 meses;..;;
0604 Isquemia cerebral transitoria G45;de 35 a 44 años;De 1 a 30 días;262;;
0604 Isquemia cerebral transitoria G45;de 35 a 44 años;De 31 días a 6 meses;1;;
0604 Isquemia cerebral transitoria G45;de 35 a 44 años;Más de 6 meses;..;;
0604 Isquemia cerebral transitoria G45;de 45 a 54 años;De 1 a 30 días;1.011;;
0604 Isquemia cerebral transitoria G45;de 45 a 54 años;De 31 días a 6 meses;2;;
0604 Isquemia cerebral transitoria G45;de 45 a 54 años;Más de 6 meses;..;;
0604 Isquemia cerebral transitoria G45;de 55 a 64 años;De 1 a 30 días;2.205;;
0604 Isquemia cerebral transitoria G45;de 55 a 64 años;De 31 días a 6 meses;8;;
0604 Isquemia cerebral transitoria G45;de 55 a 64 años;Más de 6 meses;2;;
0604 Isquemia cerebral transitoria G45;de 65 a 74 años;De 1 a 30 días;3.570;;
0604 Isquemia cerebral transitoria G45;de 65 a 74 años;De 31 días a 6 meses;15;;
0604 Isquemia cerebral transitoria G45;de 65 a 74 años;Más de 6 meses;1;;
0604 Isquemia cerebral transitoria G45;de 75 a 84 años;De 1 a 30 días;4.651;;
0604 Isquemia cerebral transitoria G45;de 75 a 84 años;De 31 días a 6 meses;45;;
0604 Isquemia cerebral transitoria G45;de 75 a 84 años;Más de 6 meses;2;;
0604 Isquemia cerebral transitoria G45;de 85 a 89 años;De 1 a 30 días;1.859;;
0604 Isquemia cerebral transitoria G45;de 85 a 89 años;De 31 días a 6 meses;15;;
0604 Isquemia cerebral transitoria G45;de 85 a 89 años;Más de 6 meses;2;;
0604 Isquemia cerebral transitoria G45;de 90 a 94 años;De 1 a 30 días;958;;
0604 Isquemia cerebral transitoria G45;de 90 a 94 años;De 31 días a 6 meses;10;;
0604 Isquemia cerebral transitoria G45;de 90 a 94 años;Más de 6 meses;1;;
0604 Isquemia cerebral transitoria G45;de 95 años y más;De 1 a 30 días;208;;
0604 Isquemia cerebral transitoria G45;de 95 años y más;De 31 días a 6 meses;5;;
0604 Isquemia cerebral transitoria G45;de 95 años y más;Más de 6 meses;..;;
0605 Otras enfermedades inflamatorias del sistema nervioso Resto de G00-G99;total;De 1 a 30 días;74.887;;
0605 Otras enfermedades inflamatorias del sistema nervioso Resto de G00-G99;total;De 31 días a 6 meses;4.350;;
0605 Otras enfermedades inflamatorias del sistema nervioso Resto de G00-G99;total;Más de 6 meses;358;;
0605 Otras enfermedades inflamatorias del sistema nervioso Resto de G00-G99;menores de 1 año;De 1 a 30 días;422;;
0605 Otras enfermedades inflamatorias del sistema nervioso Resto de G00-G99;menores de 1 año;De 31 días a 6 meses;20;;
0605 Otras enfermedades inflamatorias del sistema nervioso Resto de G00-G99;menores de 1 año;Más de 6 meses;..;;
0605 Otras enfermedades inflamatorias del sistema nervioso Resto de G00-G99;de 1 a 4 años;De 1 a 30 días;2.232;;
0605 Otras enfermedades inflamatorias del sistema nervioso Resto de G00-G99;de 1 a 4 años;De 31 días a 6 meses;24;;
0605 Otras enfermedades inflamatorias del sistema nervioso Resto de G00-G99;de 1 a 4 años;Más de 6 meses;1;;
0605 Otras enfermedades inflamatorias del sistema nervioso Resto de G00-G99;de 5 a 14 años;De 1 a 30 días;4.497;;
0605 Otras enfermedades inflamatorias del sistema nervioso Resto de G00-G99;de 5 a 14 años;De 31 días a 6 meses;55;;
0605 Otras enfermedades inflamatorias del sistema nervioso Resto de G00-G99;de 5 a 14 años;Más de 6 meses;1;;
0605 Otras enfermedades inflamatorias del sistema nervioso Resto de G00-G99;de 15 a 24 años;De 1 a 30 días;3.097;;
0605 Otras enfermedades inflamatorias del sistema nervioso Resto de G00-G99;de 15 a 24 años;De 31 días a 6 meses;90;;
0605 Otras enfermedades inflamatorias del sistema nervioso Resto de G00-G99;de 15 a 24 años;Más de 6 meses;6;;
0605 Otras enfermedades inflamatorias del sistema nervioso Resto de G00-G99;de 25 a 34 años;De 1 a 30 días;4.293;;
